Radar_Type,Azimuth,Elevation,Range,Speed,RCS,Power,Noise,Threat_Type,Attack_Severity
Back,-0.234659,0.085353,169.124,16.305,531.479,139.64,117.881,Normal,None
Front,0.245937,0.096894,43.242,34.255,994.364,115.047,111.621,Normal,None
Front,-0.295854,0.050323,99.31,30.163,507.459,138.038,110.057,Normal,None
Front,-0.227858,-0.027548,50.226,11.223,918.704,124.468,100.468,Normal,None
Front,-0.213059,-0.038767,36.782,25.715,104.624,142.037,112.554,Normal,None
Front,-0.158237,-0.095816,156.333,25.529,133.818,151.118,104.427,Normal,None
Back,0.187517,0.027516,104.106,17.602,636.248,135.601,107.801,Normal,None
Back,-0.125292,0.013579,68.446,34.84,951.915,102.229,105.777,Normal,None
Front,-0.078241,0.066797,71.203,35.734,776.274,136.042,114.6,Normal,None
Back,0.034742,-0.099301,26.932,3.48,882.044,120.22,114.322,Normal,None
Front,0.266234,-0.089119,59.671,29.094,15.228,133.593,110.376,Normal,None
Front,-0.221542,0.098515,69.783,-8.621,175.811,109.25,113.849,Normal,None
Front,-0.220932,-0.008626,33.29,18.849,348.311,155.033,111.328,Normal,None
Back,0.079089,-0.074183,48.724,34.055,947.752,113.045,106.111,Normal,None
Back,0.19513,-0.089933,49.833,15.517,603.4,106.895,108.858,Normal,None
Back,0.161169,-0.073483,80.458,10.03,954.127,129.674,104.088,Normal,None
Back,-0.094332,-0.081362,87.793,30.214,604.251,153.94,115.874,Normal,None
Back,-0.230581,-0.086344,134.761,16.041,121.516,157.765,108.766,Normal,None
Front,-0.012948,0.011369,100.356,-1.626,548.459,102.782,106.366,Normal,None
Front,-0.210627,-0.002413,30.482,23.919,274.493,102.149,105.398,Normal,None
Front,-0.226353,-0.078477,184.225,3.041,342.076,158.753,116.486,Normal,None
Back,0.141734,-0.054567,36.849,3.148,444.691,137.624,103.543,Normal,None
Front,0.065573,-0.076884,74.099,13.613,680.127,125.922,110.107,Normal,None
Back,0.177831,-0.045585,191.265,21.615,520.673,108.671,106.209,Normal,None
Front,-0.176097,-0.054441,133.145,23.899,294.341,105.281,112.65,Normal,None
Front,0.264175,0.062995,127.247,11.695,3.458,133.532,118.524,Normal,None
Back,-0.204037,-0.020857,48.967,33.755,425.087,129.901,109.43,Normal,None
Front,0.115329,0.023766,30.785,14.708,346.545,102.092,111.017,Normal,None
Back,0.087596,0.032662,167.411,11.886,853.856,145.551,115.751,Normal,None
Back,0.141926,-0.065666,63.756,-7.062,457.213,101.913,101.467,Normal,None
Back,-0.019335,0.027663,24.403,30.157,272.441,119.819,100.127,Normal,None
Front,0.207271,-0.041961,105.504,12.09,952.637,123.303,113.305,Normal,None
Back,0.228085,-0.003627,168.912,35.2,843.892,105.782,102.577,Normal,None
Back,-0.168156,0.013373,64.96,11.338,983.149,152.853,100.65,Normal,None
Front,-0.021856,-0.016023,51.926,-4.628,95.138,101.359,102.18,Normal,None
Front,-0.257912,0.058467,31.818,-7.818,773.277,133.933,116.909,Normal,None
Back,0.165834,-0.004756,68.014,8.97,216.014,140.157,108.37,Normal,None
Back,0.044253,0.06765,21.836,-8.225,437.005,157.516,116.308,Normal,None
Front,-0.287355,0.067113,187.628,-3.308,398.139,137.929,106.849,Normal,None
Back,-0.023123,-0.037112,149.779,17.352,601.713,109.316,108.585,Normal,None
Front,-0.212247,0.057194,125.315,27.221,986.112,154.804,109.918,Normal,None
Front,0.129368,-0.035583,71.82,8.977,599.812,118.45,111.851,Normal,None
Front,0.221578,0.083184,178.055,-1.585,430.61,138.234,108.862,Normal,None
Back,-0.025829,0.006104,142.748,9.58,115.791,116.02,101.545,Normal,None
Back,-0.039336,-0.070647,24.536,4.011,20.037,106.355,105.125,Normal,None
Back,0.141982,-0.013036,88.324,11.431,431.888,152.941,116.711,Normal,None
Front,-0.27291,-0.069203,39.595,-8.125,857.076,133.409,117.154,Normal,None
Front,-0.055889,-0.001693,186.215,7.476,316.057,158.249,108.568,Normal,None
Front,0.265504,0.059664,41.215,18.49,964.111,136.497,115.744,Normal,None
Front,-0.279636,0.085968,77.656,36.943,963.447,139.632,110.763,Normal,None
Back,-0.171943,0.084085,85.287,25.064,367.717,117.093,114.142,Normal,None
Back,0.170012,-0.013969,40.034,26.377,63.493,102.195,111.997,Normal,None
Front,0.023572,-0.046165,69.683,-5.825,484.093,124.14,105.328,Normal,None
Front,0.199726,-0.047835,170.083,9.66,606.162,116.731,110.609,Normal,None
Front,0.151829,0.084978,169.528,8.128,636.036,103.315,107.706,Normal,None
Front,-0.133932,-0.025175,82.936,2.253,624.67,154.37,104.535,Normal,None
Front,-0.052914,0.007057,94.239,30.537,630.887,142.934,101.68,Normal,None
Front,0.294619,0.068449,118.066,4.981,901.85,157.245,100.47,Normal,None
Front,-0.003306,0.082454,63.884,-9.368,363.55,134.606,100.093,Normal,None
Front,-0.088474,0.039384,114.897,22.937,883.389,107.357,108.414,Normal,None
Back,-0.003033,-0.060873,153.796,4.895,426.806,141.722,118.361,Normal,None
Back,-0.211228,-0.057179,133.506,15.397,24.728,132.771,100.216,Normal,None
Front,0.274036,0.041135,84.812,33.965,86.711,138.263,119.0,Normal,None
Front,0.241702,0.075067,34.313,22.958,534.177,142.542,104.043,Normal,None
Front,-0.158481,0.000749,113.109,36.894,278.883,152.323,100.092,Normal,None
Back,-0.297141,-0.055444,73.144,37.384,27.502,111.704,104.252,Normal,None
Front,-0.085776,-0.09533,74.732,28.206,310.322,109.328,114.206,Normal,None
Front,0.039963,0.001707,141.966,23.838,771.79,112.024,101.797,Normal,None
Front,-0.20329,-0.075168,73.505,11.121,424.558,130.004,111.452,Normal,None
Back,-0.106622,0.029559,183.193,20.373,728.954,135.812,117.952,Normal,None
Back,0.236258,-0.01086,173.204,24.251,629.682,128.184,110.419,Normal,None
Front,-0.119478,-0.046094,197.475,-2.8,66.411,140.346,109.731,Normal,None
Front,0.037284,-0.013756,195.249,5.065,322.037,136.691,116.047,Normal,None
Front,0.268067,0.004378,123.179,3.855,721.66,141.712,116.401,Normal,None
Back,-0.034805,0.013399,99.915,-5.024,909.949,115.776,103.783,Normal,None
Front,-0.126824,-0.095792,52.089,12.905,494.541,105.36,102.534,Normal,None
Front,0.12395,0.048106,91.004,2.275,258.897,133.428,105.034,Normal,None
Back,0.062742,-0.081581,87.473,4.01,887.667,143.524,100.663,Normal,None
Back,0.052464,-0.099114,158.543,9.062,986.023,133.068,108.166,Normal,None
Back,0.003826,0.049358,131.653,39.716,171.166,116.898,107.463,Normal,None
Back,0.269947,-0.096064,162.921,-2.709,132.533,102.298,111.168,Normal,None
Front,0.242213,-0.033102,33.259,11.955,248.616,113.239,111.477,Normal,None
Back,-0.114175,-0.018809,75.756,34.848,498.934,136.516,110.054,Normal,None
Front,-0.107971,-0.077176,169.909,35.12,147.862,152.593,102.827,Normal,None
Back,0.001174,-0.081011,125.708,37.78,268.849,107.599,109.42,Normal,None
Back,0.255534,-0.045924,75.945,23.238,407.26,149.138,101.683,Normal,None
Front,0.165822,-0.064872,125.604,-3.577,849.206,138.137,107.03,Normal,None
Back,0.026885,-0.013249,66.147,3.048,922.802,119.091,118.187,Normal,None
Front,0.025476,-0.081934,180.244,31.945,919.674,131.998,106.339,Normal,None
Back,0.283167,0.016212,79.918,4.059,694.947,149.403,112.732,Normal,None
Back,-0.175223,-0.054432,156.755,11.047,348.81,156.808,104.275,Normal,None
Back,-0.234069,0.013899,68.61,16.058,87.782,126.767,102.479,Normal,None
Back,0.036535,0.012985,39.301,12.005,878.33,141.174,113.403,Normal,None
Front,-0.029456,0.004507,189.552,27.883,694.159,131.357,111.379,Normal,None
Front,-0.114501,-0.016212,187.248,-0.517,350.555,114.296,104.939,Normal,None
Back,0.288725,0.085792,153.574,39.369,132.581,136.749,113.29,Normal,None
Front,0.143611,-0.004059,172.118,-6.068,993.472,106.647,106.869,Normal,None
Back,-0.250208,-0.035306,197.874,3.393,171.635,118.381,104.498,Normal,None
Front,-0.158353,0.019773,23.707,30.502,710.025,150.008,109.868,Normal,None
Back,0.026096,0.001807,72.766,9.211,471.559,156.73,109.556,Normal,None
Back,0.17365,0.085823,101.423,39.549,677.97,117.52,117.106,Normal,None
Front,-0.088786,-0.062706,125.124,17.593,54.305,114.753,106.524,Normal,None
Back,-0.20557,0.037032,22.639,26.586,627.104,130.455,104.475,Normal,None
Back,-0.012696,-0.079963,81.824,-3.381,73.783,143.013,114.634,Normal,None
Back,-0.048053,-0.091897,168.697,-4.952,64.926,136.224,113.477,Normal,None
Front,-0.174102,0.099435,27.891,-5.281,609.745,148.153,103.345,Normal,None
Back,0.171007,-0.009423,72.633,20.196,474.257,115.883,106.269,Normal,None
Back,-0.189289,0.081037,163.435,28.792,618.065,138.281,111.397,Normal,None
Back,0.160313,0.007772,26.068,27.471,35.375,151.251,103.153,Normal,None
Front,-0.169656,0.050994,173.188,22.608,736.346,150.901,117.772,Normal,None
Front,-0.25769,0.026346,143.205,23.21,924.175,145.354,104.712,Normal,None
Back,0.18195,-0.05833,157.038,13.427,616.803,147.688,112.367,Normal,None
Back,-0.065329,0.035056,181.2,6.669,828.724,102.486,106.079,Normal,None
Front,-0.269186,0.037509,68.072,19.468,736.886,145.052,118.423,Normal,None
Back,0.012156,-0.095388,92.496,19.009,656.742,123.445,109.978,Normal,None
Back,0.211974,0.078582,109.017,3.764,350.557,150.417,101.955,Normal,None
Front,0.10729,-0.055139,128.097,-4.21,387.057,153.269,101.118,Normal,None
Back,0.078301,-0.071126,175.814,35.586,371.942,138.134,109.717,Normal,None
Front,-0.179873,0.015734,57.753,20.958,321.419,141.22,110.06,Normal,None
Front,0.026392,-0.086555,193.51,-5.888,37.172,133.871,116.775,Normal,None
Front,-0.091049,0.039525,124.46,33.053,88.463,100.285,116.905,Normal,None
Front,0.252939,0.093565,75.428,5.338,596.456,150.21,106.527,Normal,None
Front,-0.228842,-0.051268,54.663,22.779,44.834,152.536,104.819,Normal,None
Front,-0.24011,-0.010167,155.934,25.235,575.286,107.181,119.491,Normal,None
Back,-0.008374,-0.02606,41.675,38.652,232.173,149.396,105.553,Normal,None
Front,0.243128,0.08751,141.478,-4.087,599.604,133.805,112.366,Normal,None
Back,-0.055353,-0.067863,151.762,30.081,871.588,110.734,101.626,Normal,None
Front,-0.256222,0.084141,124.908,-0.881,661.07,108.617,118.672,Normal,None
Front,-0.173361,-0.025153,187.633,14.636,697.744,155.497,111.447,Normal,None
Front,0.121649,-0.09435,172.793,10.913,717.463,112.846,101.254,Normal,None
Back,-0.283338,-0.06324,28.387,24.794,217.581,145.854,105.726,Normal,None
Front,0.258009,0.017245,62.305,18.607,384.287,129.297,108.469,Normal,None
Back,-0.08597,-0.070231,106.919,2.438,853.181,155.157,118.804,Normal,None
Back,0.056154,-0.01653,181.402,-6.937,595.973,152.567,105.416,Normal,None
Front,0.111368,-0.075693,107.831,25.715,276.644,150.342,106.069,Normal,None
Front,-0.234386,0.020671,57.027,21.242,383.715,107.034,118.537,Normal,None
Front,-0.022772,-0.006905,61.86,34.137,967.706,127.964,107.573,Normal,None
Front,0.283623,0.098214,120.927,4.402,968.104,129.122,112.4,Normal,None
Back,-0.124292,0.016189,124.245,-3.487,422.911,133.654,113.044,Normal,None
Back,-0.208303,0.024324,47.857,12.35,241.284,156.989,116.343,Normal,None
Front,0.125261,-0.083815,86.073,18.414,971.675,142.011,113.895,Normal,None
Front,0.103745,0.013102,186.282,25.497,809.108,110.342,104.304,Normal,None
Back,0.195204,0.032606,162.94,-6.929,283.911,136.21,102.169,Normal,None
Back,0.129715,0.076166,143.488,37.555,461.499,131.457,100.52,Normal,None
Front,0.176681,-0.018211,73.121,3.457,104.589,156.111,105.195,Normal,None
Back,-0.27952,0.090424,126.085,22.688,483.678,109.644,101.265,Normal,None
Back,0.04478,-0.004821,33.929,1.025,482.044,152.642,104.314,Normal,None
Front,-0.270712,-0.071114,127.801,-3.366,184.033,154.307,100.19,Normal,None
Front,-0.107439,-0.085235,91.518,10.019,941.977,154.17,112.46,Normal,None
Back,0.042641,-0.054882,38.718,10.503,422.78,153.526,105.674,Normal,None
Back,-0.026439,0.032763,99.749,8.028,258.111,137.239,103.875,Normal,None
Front,0.178473,0.034074,172.815,11.339,458.027,151.202,111.433,Normal,None
Back,-0.036174,-0.060273,165.166,22.404,247.378,153.193,114.13,Normal,None
Front,0.26693,-0.091397,26.587,30.381,651.914,127.602,114.965,Normal,None
Front,0.217824,-0.015493,178.048,23.198,81.514,132.605,112.365,Normal,None
Front,-0.115508,-0.062491,163.107,5.659,631.284,139.825,110.477,Normal,None
Back,-0.141289,-0.061571,54.279,-0.041,290.885,105.045,114.406,Normal,None
Back,0.209949,0.009107,72.481,-9.874,825.171,109.622,107.801,Normal,None
Back,-0.007012,0.031854,93.557,10.963,452.547,111.645,103.086,Normal,None
Back,0.10047,-0.060455,86.069,31.41,944.449,129.845,102.858,Normal,None
Front,-0.295671,-0.092299,40.017,6.329,768.438,130.732,113.355,Normal,None
Back,0.049266,-0.003987,26.415,23.061,908.594,156.412,108.215,Normal,None
Front,-0.177851,0.032007,79.429,20.062,283.072,126.936,117.208,Normal,None
Back,-0.018565,0.016486,84.326,23.712,52.42,106.56,115.404,Normal,None
Front,0.207117,-0.093465,30.936,-9.449,358.276,144.191,115.775,Normal,None
Front,-0.277151,-0.078915,23.591,16.902,631.216,155.896,104.176,Normal,None
Back,0.207962,0.095476,140.795,-8.647,812.181,102.186,119.755,Normal,None
Back,0.279506,0.029619,89.013,30.882,194.81,155.648,101.402,Normal,None
Front,0.195784,-0.013299,159.224,25.778,227.734,111.173,113.296,Normal,None
Front,-0.235675,0.096063,86.707,22.378,846.86,101.004,117.485,Normal,None
Back,-0.037885,0.018647,127.745,18.831,770.134,149.879,116.339,Normal,None
Front,0.165833,-0.051537,50.495,20.803,772.295,142.514,110.677,Normal,None
Back,0.067816,0.066824,174.614,1.525,380.221,120.71,114.065,Normal,None
Front,-0.212999,-0.062676,59.074,16.509,967.051,112.589,109.333,Normal,None
Back,0.050011,0.064745,164.741,14.731,431.245,135.062,104.669,Normal,None
Back,0.252686,0.036474,185.847,13.359,905.596,137.649,102.316,Normal,None
Front,-0.064921,0.060657,87.784,31.832,196.144,112.633,109.656,Normal,None
Front,0.106511,0.074858,82.876,39.564,132.73,101.73,109.504,Normal,None
Back,0.02658,0.072826,80.584,31.661,47.454,135.518,111.237,Normal,None
Back,-0.011748,0.057329,94.205,15.566,417.171,125.2,105.41,Normal,None
Front,0.123963,0.009409,142.908,-9.139,289.921,103.748,110.473,Normal,None
Front,-0.000134,0.012887,28.622,12.087,895.564,108.908,109.128,Normal,None
Front,-0.107348,0.075572,26.762,21.067,462.525,153.298,117.522,Normal,None
Back,0.152865,-0.069884,78.973,29.016,979.316,108.328,104.214,Normal,None
Back,-0.042469,0.072006,141.881,12.964,65.447,111.318,115.886,Normal,None
Back,0.046584,-0.045813,71.522,36.24,195.339,127.32,119.534,Normal,None
Front,0.044938,-0.006186,38.835,26.879,703.063,100.182,108.203,Normal,None
Back,0.024234,0.080366,164.66,14.568,916.425,148.236,107.563,Normal,None
Front,0.019823,0.008398,112.032,-0.58,36.37,105.841,107.649,Normal,None
Front,-0.180968,0.034321,96.542,6.077,758.928,150.569,106.624,Normal,None
Front,0.295424,0.044044,134.222,19.648,672.697,104.565,106.763,Normal,None
Back,0.150767,-0.047449,46.113,-0.282,119.787,115.516,105.72,Normal,None
Back,-0.259147,-0.073662,154.328,5.082,676.588,151.142,109.654,Normal,None
Back,0.16802,6.3e-05,184.67,39.731,319.935,123.771,103.649,Normal,None
Front,0.184753,-0.091627,191.07,18.656,53.116,149.658,107.935,Normal,None
Front,-0.11526,0.020507,60.39,0.969,808.478,133.862,112.613,Normal,None
Front,0.056755,0.037224,84.228,-2.934,631.237,101.566,100.189,Normal,None
Back,0.051142,0.045782,130.284,-2.565,501.14,101.51,101.747,Normal,None
Back,0.095623,0.080472,166.246,-7.054,758.339,128.072,116.524,Normal,None
Front,-0.140391,0.058571,20.672,10.885,120.562,130.009,103.396,Normal,None
Front,-0.225591,-0.055594,85.051,-2.621,91.024,152.414,107.947,Normal,None
Back,-0.103085,-0.074416,149.156,-5.098,877.578,128.694,102.133,Normal,None
Back,0.008889,-0.091101,75.413,-7.242,20.204,125.66,110.495,Normal,None
Back,-0.144472,-0.022388,193.256,29.557,748.056,145.027,117.0,Normal,None
Front,-0.186459,0.028397,26.193,-4.508,351.528,115.263,117.715,Normal,None
Front,-0.102583,-0.082603,108.926,-0.983,823.271,116.026,113.813,Normal,None
Back,-0.292577,-0.05028,166.66,29.503,730.504,121.376,103.323,Normal,None
Back,0.281502,0.059267,65.804,10.577,476.325,105.216,108.661,Normal,None
Back,0.120996,0.099829,147.282,-7.357,661.154,107.147,116.794,Normal,None
Front,0.02225,0.075358,85.322,31.336,737.182,131.483,101.44,Normal,None
Front,-0.215814,-0.088135,59.987,34.161,724.196,105.405,113.763,Normal,None
Back,-0.079989,-0.04209,124.931,28.955,762.598,149.75,111.452,Normal,None
Front,-0.008645,0.064566,165.909,17.412,146.974,128.819,109.271,Normal,None
Back,-0.171626,-0.054522,156.986,9.012,172.069,138.531,105.687,Normal,None
Front,-0.226704,-0.027723,110.04,-5.163,601.264,113.267,113.805,Normal,None
Back,-0.204347,-0.071159,98.161,21.473,512.658,154.722,103.502,Normal,None
Back,0.141313,-0.076531,32.932,13.546,182.0,122.847,108.83,Normal,None
Front,-0.150013,0.080676,107.861,2.827,433.73,153.967,113.592,Normal,None
Back,0.290635,0.068956,154.083,27.29,737.941,126.226,114.629,Normal,None
Front,-0.217956,-0.006852,197.357,26.725,613.561,145.678,102.725,Normal,None
Back,-0.065753,-0.057179,59.208,-6.966,293.882,113.628,116.924,Normal,None
Back,0.142639,-0.076719,85.882,-0.254,76.078,138.916,107.946,Normal,None
Back,0.090543,0.065563,189.678,22.715,511.378,111.329,118.156,Normal,None
Front,-0.189707,-0.096884,76.888,-5.122,436.986,116.737,106.987,Normal,None
Back,0.211075,-0.048337,43.655,20.55,19.849,119.506,100.861,Normal,None
Back,0.21373,0.052164,45.898,18.434,851.74,155.248,104.064,Normal,None
Front,0.173839,0.087768,168.368,-6.934,234.106,146.569,103.495,Normal,None
Front,-0.009576,-0.080242,92.071,1.264,292.177,120.253,109.59,Normal,None
Back,0.041876,-0.047145,91.508,13.353,904.321,110.663,107.484,Normal,None
Front,0.150984,0.063848,28.953,-1.433,823.116,124.932,117.106,Normal,None
Front,0.220183,0.016918,28.689,27.131,9.982,140.449,115.751,Normal,None
Front,0.147524,-0.035986,85.653,16.082,120.49,133.066,105.565,Normal,None
Back,-0.249995,0.071569,148.841,-5.47,172.008,139.637,109.689,Normal,None
Back,-0.077398,0.041588,131.419,-8.151,796.217,152.12,114.966,Normal,None
Back,-0.012342,0.026402,65.627,17.612,226.864,133.591,111.281,Normal,None
Front,-0.058883,0.002689,133.816,9.82,614.558,148.603,108.835,Normal,None
Front,-0.226977,0.086751,199.895,-6.486,814.348,122.026,100.195,Normal,None
Back,-0.229716,0.083448,25.949,28.647,812.926,129.083,106.801,Normal,None
Front,-0.246016,0.076262,21.293,6.311,215.457,129.313,114.433,Normal,None
Front,-0.17078,-0.019604,42.309,-0.321,135.481,109.51,108.576,Normal,None
Back,-0.199592,0.065549,79.583,28.306,68.574,118.819,110.529,Normal,None
Back,-0.089393,0.060015,113.03,-1.914,916.048,129.868,107.222,Normal,None
Front,-0.19096,0.034432,85.407,36.991,903.775,139.342,112.554,Normal,None
Front,-0.228261,0.065606,159.433,11.713,971.623,118.716,105.913,Normal,None
Back,-0.228353,-0.081041,190.286,8.912,967.488,138.487,107.415,Normal,None
Back,-0.111057,-0.018009,146.697,26.652,432.642,152.142,106.219,Normal,None
Back,-0.034522,0.087885,163.102,15.907,741.171,150.271,104.858,Normal,None
Front,-0.077743,0.083231,56.165,25.698,842.892,128.919,101.589,Normal,None
Front,0.041157,-0.064111,137.867,23.699,768.164,143.284,113.819,Normal,None
Back,0.085677,-0.048929,35.0,33.84,930.333,129.104,106.664,Normal,None
Front,0.163157,-0.060043,154.296,14.09,186.379,147.808,108.697,Normal,None
Front,0.286711,-0.01682,44.29,14.841,167.798,119.909,110.08,Normal,None
Back,0.197059,0.034159,112.333,24.518,644.584,143.666,115.897,Normal,None
Back,0.199179,-0.091236,164.008,13.334,452.588,124.213,113.033,Normal,None
Back,0.268516,-0.020466,191.184,9.887,716.842,106.755,101.225,Normal,None
Back,-0.093292,0.084435,139.771,31.083,886.545,105.524,102.776,Normal,None
Front,0.143053,0.077939,184.433,3.313,438.757,127.303,110.95,Normal,None
Front,0.098534,-0.074323,65.066,37.076,234.377,152.435,102.761,Normal,None
Back,-0.063927,-0.061453,113.15,39.853,517.312,119.833,113.578,Normal,None
Back,0.224285,-0.078823,182.608,17.197,395.899,142.805,111.551,Normal,None
Front,0.143288,-0.073027,53.055,1.297,608.625,151.919,111.979,Normal,None
Back,-0.066392,0.001064,43.623,-0.624,380.071,143.127,117.716,Normal,None
