Throttle_Position,Brake_Pressure,Steering_Angle,Vehicle_Speed,Gear_Position,Threat_Type,Attack_Severity
50.43,465.91,-11.05,21.35,P,Normal,None
94.58,460.12,11.05,0.5,N,Normal,None
44.29,136.91,12.09,27.57,P,Normal,None
49.44,462.91,-0.26,24.08,R,Normal,None
69.42,276.63,3.33,9.11,N,Normal,None
29.22,390.38,20.69,24.84,D,Normal,None
47.67,450.07,18.77,11.51,P,Normal,None
24.87,30.53,-29.46,29.14,N,Normal,None
38.93,118.15,-13.89,14.29,N,Normal,None
3.73,137.64,-17.74,3.69,N,Normal,None
39.2,3.57,-13.01,9.57,N,Normal,None
49.33,383.37,-29.1,18.3,N,Normal,None
39.89,489.33,16.45,3.3,R,Normal,None
28.37,86.37,-15.6,4.38,P,Normal,None
29.26,474.24,-7.21,0.1,P,Normal,None
87.17,299.07,-14.25,27.78,P,Normal,None
78.14,230.51,28.64,25.83,N,Normal,None
39.31,1.22,-25.01,22.3,P,Normal,None
86.56,452.06,-3.75,16.16,P,Normal,None
59.77,118.41,-1.35,8.42,P,Normal,None
29.51,350.63,-28.38,28.18,D,Normal,None
0.24,151.56,-18.41,15.95,D,Normal,None
33.77,163.88,-17.67,3.99,D,Normal,None
41.68,328.13,10.29,21.68,P,Normal,None
25.46,266.46,-12.55,18.51,N,Normal,None
63.48,318.12,-13.67,11.64,D,Normal,None
66.15,402.0,-3.92,8.33,N,Normal,None
68.23,368.81,25.16,2.72,R,Normal,None
15.44,35.32,-14.56,18.26,N,Normal,None
36.44,482.74,24.65,24.25,D,Normal,None
71.89,178.09,8.5,15.57,D,Normal,None
4.22,199.61,16.13,12.74,D,Normal,None
34.02,21.71,-28.01,25.63,P,Normal,None
16.09,143.25,-3.93,0.9,D,Normal,None
38.76,89.55,-1.63,25.27,R,Normal,None
95.15,455.67,-18.84,13.1,P,Normal,None
24.25,77.03,-11.48,15.06,R,Normal,None
69.56,242.16,-23.68,2.55,N,Normal,None
6.95,235.42,10.09,28.33,R,Normal,None
49.54,491.65,-23.07,2.82,R,Normal,None
38.29,25.07,1.09,0.55,N,Normal,None
69.56,23.21,11.3,2.24,P,Normal,None
1.49,214.28,-8.41,22.11,D,Normal,None
57.26,421.32,20.38,2.42,N,Normal,None
18.63,204.45,12.63,15.84,N,Normal,None
95.1,419.83,-7.26,7.46,D,Normal,None
81.15,143.83,-29.82,15.66,R,Normal,None
67.99,297.25,26.47,15.37,R,Normal,None
40.84,353.26,-23.5,5.59,P,Normal,None
93.81,147.34,-27.33,28.25,D,Normal,None
54.85,438.27,-18.6,11.31,N,Normal,None
15.81,33.21,7.0,22.18,P,Normal,None
82.86,267.14,-20.93,19.84,D,Normal,None
30.75,80.53,11.44,2.34,P,Normal,None
59.87,338.48,-0.86,21.29,R,Normal,None
66.76,399.13,27.41,14.02,P,Normal,None
22.1,492.34,-6.72,27.15,D,Normal,None
77.85,388.17,-26.47,24.46,N,Normal,None
15.29,350.06,11.13,19.66,D,Normal,None
94.44,325.44,16.09,13.5,N,Normal,None
78.06,330.46,3.11,12.52,P,Normal,None
30.67,30.81,-24.37,18.76,R,Normal,None
34.88,265.4,-14.82,6.95,N,Normal,None
14.31,15.52,6.11,10.41,N,Normal,None
63.55,418.19,4.52,5.68,N,Normal,None
54.94,355.23,-5.36,10.21,N,Normal,None
95.4,180.45,5.97,18.64,R,Normal,None
98.68,11.17,-10.75,19.55,P,Normal,None
45.5,389.21,5.08,17.65,R,Normal,None
98.08,377.55,-19.62,8.79,D,Normal,None
89.53,98.84,-4.59,7.19,D,Normal,None
13.92,204.17,-6.12,29.89,P,Normal,None
54.17,282.23,2.65,20.49,R,Normal,None
9.13,266.33,8.3,27.05,N,Normal,None
25.39,93.84,-13.61,29.55,R,Normal,None
85.42,125.58,20.37,24.36,N,Normal,None
55.39,418.7,-22.26,15.25,N,Normal,None
2.96,408.37,7.5,1.5,D,Normal,None
96.56,272.14,6.67,20.63,R,Normal,None
48.73,450.14,-11.78,5.61,D,Normal,None
32.76,494.08,-11.81,18.3,N,Normal,None
99.17,135.63,28.04,10.4,P,Normal,None
70.55,96.47,13.04,28.85,D,Normal,None
80.55,264.02,-13.98,1.12,R,Normal,None
57.38,343.83,-25.36,27.13,P,Normal,None
57.49,61.67,-1.86,21.64,R,Normal,None
5.37,293.18,-13.2,12.32,P,Normal,None
93.48,253.04,0.43,12.44,P,Normal,None
94.09,183.98,24.03,21.58,R,Normal,None
9.92,197.07,-26.08,18.22,N,Normal,None
9.02,325.9,19.69,27.4,D,Normal,None
91.33,308.98,5.68,21.22,R,Normal,None
21.55,389.62,-15.26,10.4,R,Normal,None
24.7,187.31,-7.64,27.96,P,Normal,None
61.54,358.31,26.22,4.99,D,Normal,None
89.74,60.31,-24.52,21.8,N,Normal,None
30.93,152.25,19.21,15.45,P,Normal,None
24.95,333.33,17.66,4.08,N,Normal,None
95.83,309.08,16.78,25.69,P,Normal,None
63.24,271.11,28.27,23.24,N,Normal,None
76.77,428.62,4.28,11.03,R,Normal,None
22.41,173.19,8.61,14.07,P,Normal,None
35.38,299.69,-27.39,29.16,D,Normal,None
97.35,370.27,9.67,24.78,N,Normal,None
98.81,252.32,-23.08,17.51,D,Normal,None
81.65,482.29,7.9,22.33,N,Normal,None
17.45,412.71,-5.52,14.66,N,Normal,None
14.49,362.69,-29.17,11.7,D,Normal,None
26.15,92.89,-23.79,22.69,P,Normal,None
53.91,266.85,21.76,16.75,P,Normal,None
82.08,181.94,11.62,5.5,D,Normal,None
57.47,28.38,-4.6,18.38,D,Normal,None
67.25,426.01,3.53,27.02,P,Normal,None
73.25,325.51,13.37,4.12,P,Normal,None
9.71,378.95,15.35,2.06,N,Normal,None
57.11,85.51,-28.23,28.33,P,Normal,None
58.24,488.31,-12.12,8.85,N,Normal,None
41.95,24.18,12.07,25.73,D,Normal,None
2.45,83.97,29.99,15.01,P,Normal,None
14.02,432.8,-25.12,29.99,P,Normal,None
44.5,339.59,0.05,4.8,R,Normal,None
0.34,440.47,14.26,0.28,D,Normal,None
0.48,45.26,1.9,24.39,N,Normal,None
71.35,285.8,-8.79,18.8,N,Normal,None
55.84,38.18,-10.38,2.83,P,Normal,None
48.12,359.25,27.75,5.18,N,Normal,None
77.23,297.46,29.17,12.8,R,Normal,None
45.47,84.04,29.83,23.44,R,Normal,None
27.24,213.3,-4.13,22.24,N,Normal,None
98.3,150.82,17.37,27.7,N,Normal,None
70.28,256.73,-19.29,4.62,R,Normal,None
55.41,191.61,-11.36,9.43,R,Normal,None
18.37,319.56,-5.43,17.49,R,Normal,None
60.13,476.29,-4.36,1.46,N,Normal,None
9.54,375.22,3.6,22.67,P,Normal,None
56.79,417.12,-12.5,2.18,D,Normal,None
76.55,296.53,-6.38,17.23,N,Normal,None
87.01,478.16,-29.73,5.03,P,Normal,None
89.17,495.49,23.23,20.68,P,Normal,None
67.59,338.94,27.05,22.8,D,Normal,None
86.98,394.4,28.59,29.59,N,Normal,None
55.08,70.09,26.55,25.58,D,Normal,None
55.22,332.94,-12.92,20.17,D,Normal,None
73.78,473.24,-4.2,5.74,D,Normal,None
3.08,360.45,8.66,17.15,R,Normal,None
72.63,179.24,-11.83,15.55,D,Normal,None
60.32,364.33,0.65,19.6,P,Normal,None
18.2,48.21,-14.52,12.88,P,Normal,None
39.46,406.37,16.12,3.77,P,Normal,None
67.75,1.21,-20.01,12.85,D,Normal,None
72.04,43.34,7.93,19.02,D,Normal,None
21.4,384.97,21.49,1.39,D,Normal,None
6.58,0.03,7.04,6.55,P,Normal,None
14.75,4.05,22.1,1.56,R,Normal,None
27.82,310.22,24.58,17.26,N,Normal,None
64.92,41.77,7.32,29.0,P,Normal,None
61.74,326.41,-23.3,26.66,R,Normal,None
33.32,57.36,-23.99,29.67,D,Normal,None
61.9,167.77,-10.12,6.82,N,Normal,None
86.64,157.03,22.59,14.52,P,Normal,None
79.58,234.66,10.57,11.43,N,Normal,None
85.14,202.43,23.92,14.32,D,Normal,None
79.48,265.69,13.45,15.44,R,Normal,None
46.9,454.28,11.02,18.7,D,Normal,None
24.66,175.51,10.49,25.42,R,Normal,None
51.39,199.15,23.53,1.92,D,Normal,None
82.88,157.92,14.19,9.46,R,Normal,None
19.63,388.96,3.31,14.7,N,Normal,None
80.85,328.64,-2.48,20.36,R,Normal,None
41.72,362.33,-9.61,21.01,N,Normal,None
22.49,235.95,7.89,16.17,D,Normal,None
19.35,102.77,-5.02,21.51,P,Normal,None
92.42,272.38,-6.26,20.01,P,Normal,None
84.23,113.73,-22.83,3.29,D,Normal,None
91.76,66.11,17.29,28.98,R,Normal,None
39.05,477.79,23.42,2.83,D,Normal,None
42.37,194.74,-13.25,29.67,D,Normal,None
63.08,228.93,5.83,7.62,P,Normal,None
10.52,257.02,-3.03,21.99,P,Normal,None
79.01,110.71,17.15,5.17,D,Normal,None
6.9,200.19,-18.78,28.22,P,Normal,None
22.53,381.24,7.57,4.38,N,Normal,None
72.9,375.0,-10.99,22.2,N,Normal,None
80.03,439.65,1.24,13.54,P,Normal,None
74.54,215.67,-12.12,18.8,P,Normal,None
86.91,69.39,11.5,13.04,N,Normal,None
27.65,205.35,25.84,17.75,D,Normal,None
0.04,288.66,-15.62,6.35,R,Normal,None
88.81,238.19,-19.7,16.57,P,Normal,None
89.43,369.57,-22.49,11.31,N,Normal,None
75.23,182.3,2.25,16.73,R,Normal,None
29.84,467.98,-7.4,26.42,N,Normal,None
77.51,100.77,4.42,29.61,D,Normal,None
31.09,211.52,0.79,19.54,R,Normal,None
91.42,330.74,-14.45,29.16,D,Normal,None
52.69,289.94,5.8,22.9,R,Normal,None
65.18,165.13,-19.59,24.64,N,Normal,None
5.26,473.43,-17.77,1.09,P,Normal,None
70.92,180.32,23.09,19.24,R,Normal,None
76.08,332.3,3.51,20.69,R,Normal,None
88.53,48.96,1.54,2.25,P,Normal,None
39.61,55.58,-25.32,25.74,N,Normal,None
62.11,309.96,10.58,17.09,R,Normal,None
20.78,177.62,8.23,19.7,N,Normal,None
27.47,264.92,19.77,17.03,R,Normal,None
85.6,460.07,-16.32,26.9,R,Normal,None
98.54,64.96,-15.53,14.78,D,Normal,None
61.48,315.12,-19.52,4.38,D,Normal,None
70.33,84.08,-17.69,24.7,P,Normal,None
36.83,402.43,14.79,6.68,P,Normal,None
17.72,371.69,-11.72,19.88,N,Normal,None
15.6,228.58,-28.16,19.34,P,Normal,None
12.52,398.13,1.53,12.95,R,Normal,None
60.72,399.72,12.6,12.42,R,Normal,None
18.43,40.71,-24.88,13.24,P,Normal,None
20.82,150.73,22.14,27.86,D,Normal,None
16.78,380.54,-18.63,16.32,D,Normal,None
58.05,217.68,-27.85,6.52,N,Normal,None
8.69,207.8,3.59,23.74,P,Normal,None
72.01,194.89,-21.74,17.48,N,Normal,None
10.82,175.1,-9.28,0.17,N,Normal,None
22.42,237.76,-21.22,9.94,N,Normal,None
87.72,166.94,25.57,10.34,D,Normal,None
45.74,99.06,-1.96,12.23,D,Normal,None
69.13,224.89,-2.42,25.74,N,Normal,None
0.06,123.74,-25.32,13.0,R,Normal,None
95.69,373.99,1.83,23.11,D,Normal,None
20.06,12.5,-5.0,17.78,P,Normal,None
59.82,444.15,4.7,14.87,R,Normal,None
12.28,390.08,-0.55,8.43,P,Normal,None
84.63,47.33,10.86,18.9,D,Normal,None
87.6,276.46,12.74,21.05,D,Normal,None
64.72,284.38,4.94,22.04,D,Normal,None
49.65,263.29,27.29,20.07,P,Normal,None
42.93,297.19,-28.14,27.28,R,Normal,None
96.29,3.71,-12.56,29.67,R,Normal,None
63.06,113.95,-11.22,0.85,R,Normal,None
28.66,131.1,25.81,27.83,N,Normal,None
13.46,87.46,15.18,6.6,P,Normal,None
35.16,352.19,13.2,28.64,N,Normal,None
48.01,384.64,-25.23,2.35,N,Normal,None
33.58,100.19,-26.98,5.7,N,Normal,None
57.89,138.64,-4.83,12.92,D,Normal,None
99.09,417.18,-5.58,25.98,N,Normal,None
57.63,305.22,-24.06,11.83,R,Normal,None
58.49,174.99,0.08,9.41,R,Normal,None
55.2,315.75,11.67,20.09,R,Normal,None
56.35,187.79,-12.21,20.9,D,Normal,None
49.68,24.91,12.58,20.97,D,Normal,None
60.64,230.56,28.06,5.83,P,Normal,None
87.62,377.84,15.43,24.04,N,Normal,None
7.31,305.14,5.68,10.99,N,Normal,None
87.81,341.9,-11.55,8.12,P,Normal,None
74.91,252.55,28.84,0.55,P,Normal,None
97.28,218.9,22.33,17.19,N,Normal,None
90.92,344.43,25.41,25.64,D,Normal,None
31.5,260.9,8.69,17.05,D,Normal,None
87.19,336.78,27.25,23.37,N,Normal,None
32.82,473.11,22.37,13.23,P,Normal,None
66.06,73.76,-18.12,12.44,D,Normal,None
47.74,317.35,-1.89,28.79,N,Normal,None
59.33,303.98,-14.33,5.43,N,Normal,None
24.85,262.32,-10.29,13.48,D,Normal,None
85.61,227.13,-9.6,11.37,D,Normal,None
45.21,131.57,-10.39,17.73,N,Normal,None
53.44,343.19,18.04,13.01,P,Normal,None
27.19,134.61,-3.53,7.56,P,Normal,None
69.13,154.14,22.45,1.54,P,Normal,None
46.16,279.79,-27.08,10.82,N,Normal,None
99.52,181.8,12.03,13.22,N,Normal,None
12.7,486.26,-18.85,22.96,R,Normal,None
18.02,120.6,19.75,2.49,N,Normal,None
62.88,164.35,20.78,3.98,P,Normal,None
7.41,399.49,-13.34,8.35,D,Normal,None
78.88,316.98,9.55,18.33,P,Normal,None
12.13,148.07,-25.19,10.56,D,Normal,None
8.95,153.18,21.08,25.25,D,Normal,None
3.16,286.45,-12.7,28.44,D,Normal,None
22.04,156.84,16.82,8.53,N,Normal,None
80.18,493.89,-26.8,15.46,R,Normal,None
94.59,205.59,-27.45,13.4,D,Normal,None
62.99,8.96,-2.7,23.32,D,Normal,None
13.74,62.55,26.4,19.88,P,Normal,None
70.07,459.53,16.65,8.07,R,Normal,None
91.66,164.64,-8.21,7.4,N,Normal,None
19.12,383.47,1.72,25.51,P,Normal,None
93.98,301.27,-4.21,20.48,P,Normal,None
98.78,315.42,-21.81,28.81,R,Normal,None
83.83,210.2,-28.77,4.93,R,Normal,None
29.4,457.58,-20.35,1.61,N,Normal,None
5.5,150.2,-14.81,15.44,R,Normal,None
72.36,108.34,10.62,21.02,N,Normal,None
56.63,372.25,21.75,10.83,P,Normal,None
5.57,190.03,-4.26,3.5,P,Normal,None
1.58,112.54,6.89,2.25,P,Normal,None
52.68,18.32,-7.51,23.75,R,Normal,None
78.38,253.72,-2.59,0.87,R,Normal,None
44.68,393.27,-10.27,6.28,N,Normal,None
21.11,469.73,15.99,25.3,P,Normal,None
15.65,59.2,-1.78,14.26,P,Normal,None
60.44,23.05,6.16,4.9,N,Normal,None
12.09,443.04,-23.46,1.7,D,Normal,None
87.74,371.92,14.61,24.77,D,Normal,None
99.63,114.6,5.53,6.86,D,Normal,None
7.37,169.34,-28.31,27.12,D,Normal,None
43.26,300.57,-0.24,3.11,D,Normal,None
35.88,43.75,0.69,26.48,N,Normal,None
90.88,41.47,23.85,9.88,D,Normal,None
0.38,81.96,-24.8,21.47,N,Normal,None
95.84,403.5,29.06,5.93,R,Normal,None
3.28,252.63,-15.73,10.22,R,Normal,None
8.06,371.19,14.15,10.45,D,Normal,None
25.91,47.6,5.58,24.19,D,Normal,None
86.88,182.61,3.93,28.66,N,Normal,None
67.05,72.52,-16.18,25.77,N,Normal,None
25.17,180.34,-14.8,23.55,D,Normal,None
36.16,45.04,16.15,28.69,R,Normal,None
70.76,475.72,-17.08,28.39,D,Normal,None
72.95,55.58,-18.49,23.99,R,Normal,None
79.36,124.87,16.29,12.49,N,Normal,None
12.17,164.88,-3.85,13.91,P,Normal,None
97.51,90.85,19.58,9.64,R,Normal,None
85.04,221.32,24.66,10.38,D,Normal,None
64.02,92.67,-21.63,15.6,R,Normal,None
9.09,293.24,-3.45,1.24,D,Normal,None
31.2,8.5,-7.48,28.61,D,Normal,None
84.21,191.09,-25.98,14.33,R,Normal,None
46.24,5.95,23.44,14.07,R,Normal,None
25.37,401.62,-27.86,20.03,N,Normal,None
74.64,286.27,-1.71,27.01,D,Normal,None
86.29,454.97,-19.69,19.11,D,Normal,None
46.15,71.81,-23.29,10.43,P,Normal,None
38.34,393.93,-2.79,21.89,D,Normal,None
6.92,454.32,-28.65,19.22,R,Normal,None
52.63,67.79,-0.25,5.32,P,Normal,None
86.03,352.67,-14.61,23.17,N,Normal,None
29.21,412.63,-19.48,8.37,D,Normal,None
13.6,421.49,-13.36,14.4,N,Normal,None
19.38,462.43,14.13,7.32,D,Normal,None
47.38,183.44,7.22,4.48,D,Normal,None
58.56,72.87,2.59,13.4,R,Normal,None
63.43,186.81,-24.89,8.83,N,Normal,None
68.48,269.6,4.76,13.22,P,Normal,None
96.23,382.86,17.35,18.41,R,Normal,None
79.58,379.66,-26.51,4.29,N,Normal,None
96.75,52.55,13.24,2.97,R,Normal,None
86.04,217.66,1.38,10.75,P,Normal,None
56.31,11.75,2.68,21.21,R,Normal,None
22.14,266.7,-17.69,0.37,P,Normal,None
45.69,113.8,-15.73,28.13,R,Normal,None
12.7,484.62,-2.06,13.12,N,Normal,None
84.63,292.19,23.87,27.83,D,Normal,None
43.26,91.95,-7.22,18.42,N,Normal,None
97.65,403.96,17.75,16.67,R,Normal,None
11.99,430.86,6.19,23.96,P,Normal,None
83.44,74.16,16.79,19.3,D,Normal,None
39.07,144.31,26.36,16.19,D,Normal,None
77.86,44.15,23.91,23.0,D,Normal,None
76.81,417.09,4.77,20.87,D,Normal,None
57.57,115.66,-16.22,4.02,R,Normal,None
16.32,467.09,19.54,28.44,R,Normal,None
20.63,446.04,-15.78,8.98,N,Normal,None
3.79,222.46,-16.61,2.76,R,Normal,None
10.67,323.81,-0.21,1.74,N,Normal,None
71.27,447.27,-19.83,12.71,D,Normal,None
65.16,123.65,27.19,15.75,P,Normal,None
90.08,405.7,-8.6,27.7,D,Normal,None
69.46,434.8,25.54,9.86,P,Normal,None
29.79,4.7,-24.9,9.07,D,Normal,None
95.72,121.63,22.96,3.85,N,Normal,None
43.87,33.17,-0.09,25.93,R,Normal,None
94.84,148.58,15.22,19.72,N,Normal,None
8.48,389.36,-19.37,7.79,R,Normal,None
24.97,439.94,22.85,5.34,D,Normal,None
59.56,265.7,22.97,14.05,N,Normal,None
34.38,385.79,21.45,6.7,D,Normal,None
30.9,390.13,13.53,8.25,N,Normal,None
6.95,341.23,-12.44,0.54,N,Normal,None
5.51,108.0,1.18,24.72,P,Normal,None
19.36,213.17,-7.8,12.29,R,Normal,None
71.08,213.35,-28.5,8.7,D,Normal,None
25.58,31.82,2.72,11.79,R,Normal,None
25.12,135.97,16.64,19.2,D,Normal,None
96.76,290.54,-12.12,26.14,D,Normal,None
66.8,451.3,-14.32,23.8,R,Normal,None
42.78,458.46,22.63,19.97,N,Normal,None
65.59,223.76,27.89,22.21,P,Normal,None
21.09,65.58,3.46,24.38,P,Normal,None
5.41,221.6,-29.53,13.18,P,Normal,None
8.11,97.69,26.03,22.26,N,Normal,None
89.83,276.84,24.31,27.51,D,Normal,None
56.13,454.82,5.02,14.08,P,Normal,None
84.07,181.53,21.22,3.23,D,Normal,None
18.2,461.5,-2.98,17.15,D,Normal,None
7.94,201.65,-11.3,22.92,N,Normal,None
86.21,249.93,11.11,16.77,P,Normal,None
30.3,293.99,-17.63,29.34,R,Normal,None
12.23,6.46,-8.62,4.63,P,Normal,None
1.43,138.6,-17.06,9.55,R,Normal,None
0.94,42.62,-17.1,8.93,R,Normal,None
42.38,362.18,13.32,6.38,P,Normal,None
62.05,451.32,16.97,12.97,N,Normal,None
84.53,174.89,11.61,0.21,N,Normal,None
51.1,414.41,9.94,3.01,N,Normal,None
60.39,187.25,-26.39,7.06,R,Normal,None
2.78,120.85,-29.07,19.77,N,Normal,None
36.57,474.76,-18.19,1.25,D,Normal,None
12.35,272.78,12.44,5.32,D,Normal,None
14.2,59.26,21.2,12.38,R,Normal,None
28.16,252.74,-12.69,15.41,R,Normal,None
35.92,326.2,-24.09,29.75,P,Normal,None
16.51,82.05,28.78,20.69,D,Normal,None
29.42,452.15,15.66,7.15,P,Normal,None
72.13,65.53,20.42,21.51,R,Normal,None
73.06,67.74,19.46,8.37,D,Normal,None
61.6,464.88,-25.61,27.29,P,Normal,None
59.55,74.13,6.29,6.45,P,Normal,None
53.55,24.27,9.94,4.72,R,Normal,None
89.93,499.62,25.83,28.93,P,Normal,None
84.9,447.6,-20.51,22.99,D,Normal,None
98.58,417.2,-2.26,22.21,R,Normal,None
37.31,2.72,5.21,9.96,R,Normal,None
64.48,345.41,-11.28,27.97,P,Normal,None
6.42,399.84,-20.43,0.78,D,Normal,None
28.33,231.75,-29.12,28.92,N,Normal,None
32.97,375.68,0.41,12.48,D,Normal,None
19.37,334.59,-3.23,15.75,D,Normal,None
50.6,378.11,-9.29,3.98,P,Normal,None
40.76,272.37,-5.59,5.9,P,Normal,None
51.51,230.5,1.35,4.54,D,Normal,None
4.09,369.71,25.88,5.71,P,Normal,None
93.53,455.05,-10.92,26.14,R,Normal,None
91.53,59.76,27.87,15.5,P,Normal,None
24.39,345.22,8.43,0.75,P,Normal,None
6.59,54.2,15.44,23.68,R,Normal,None
63.36,290.09,-26.4,14.82,R,Normal,None
22.84,118.24,-3.39,24.46,N,Normal,None
91.22,148.6,-14.93,5.14,N,Normal,None
1.92,418.0,-29.98,19.94,N,Normal,None
26.07,414.61,20.46,11.3,R,Normal,None
65.77,224.62,3.29,18.62,R,Normal,None
66.75,265.2,23.49,14.05,R,Normal,None
67.93,185.8,6.27,22.44,D,Normal,None
35.78,403.52,24.99,19.55,P,Normal,None
75.64,142.47,-26.65,2.67,D,Normal,None
42.08,113.02,-13.3,14.04,R,Normal,None
94.32,22.68,-20.29,15.84,R,Normal,None
86.84,388.84,3.27,26.56,R,Normal,None
86.01,14.85,-26.83,18.28,N,Normal,None
50.74,423.81,22.3,9.71,R,Normal,None
89.02,441.43,17.27,27.25,R,Normal,None
56.87,322.34,12.73,5.45,P,Normal,None
4.76,226.03,25.89,19.52,P,Normal,None
10.76,299.35,0.19,24.37,R,Normal,None
63.27,42.66,-26.3,26.35,P,Normal,None
70.78,150.49,-26.78,7.75,P,Normal,None
26.21,448.09,17.11,19.98,N,Normal,None
56.52,220.84,14.12,22.86,R,Normal,None
87.92,499.7,19.72,27.33,D,Normal,None
50.69,354.52,15.55,20.25,N,Normal,None
32.33,471.61,-19.93,14.55,N,Normal,None
38.52,152.8,28.71,21.22,D,Normal,None
8.07,73.25,19.81,14.91,N,Normal,None
20.98,72.51,-11.46,20.2,R,Normal,None
31.36,385.91,19.12,2.08,N,Normal,None
91.63,403.0,-25.99,7.02,P,Normal,None
21.16,242.96,-6.41,14.02,N,Normal,None
23.11,249.16,-6.16,24.87,R,Normal,None
2.11,274.16,11.43,24.19,P,Normal,None
82.27,250.39,10.79,2.77,P,Normal,None
57.02,267.02,-1.72,7.59,N,Normal,None
43.68,378.02,-14.97,0.97,P,Normal,None
87.04,57.28,-25.44,2.18,D,Normal,None
12.5,444.64,-22.91,18.97,D,Normal,None
19.99,192.4,-16.68,7.15,N,Normal,None
70.72,486.17,5.64,6.47,R,Normal,None
42.2,425.7,-21.81,15.48,P,Normal,None
49.87,30.86,-8.25,26.6,P,Normal,None
89.97,339.55,27.21,19.25,P,Normal,None
48.44,182.21,15.5,2.66,R,Normal,None
44.01,182.68,22.51,8.37,R,Normal,None
12.69,409.89,-24.41,13.47,R,Normal,None
91.25,339.6,21.07,27.04,R,Normal,None
55.75,324.83,-5.61,27.47,N,Normal,None
71.82,85.62,2.45,2.16,D,Normal,None
71.53,153.8,-3.51,8.96,P,Normal,None
41.83,90.14,13.27,4.33,N,Normal,None
99.91,70.96,-5.02,15.21,D,Normal,None
11.59,480.63,21.65,16.29,R,Normal,None
73.11,249.65,-3.8,28.41,D,Normal,None
52.42,485.88,-23.91,10.92,N,Normal,None
19.53,294.98,-3.09,29.39,N,Normal,None
88.8,398.71,-10.02,26.23,N,Normal,None
11.96,229.49,5.98,10.9,N,Normal,None
74.94,308.84,16.34,27.19,D,Normal,None
52.47,257.59,-28.11,9.49,R,Normal,None
38.77,53.87,16.57,16.1,N,Normal,None
59.35,62.16,-8.55,21.2,N,Normal,None
11.37,302.81,-1.72,9.5,N,Normal,None
15.39,443.37,16.42,24.32,D,Normal,None
50.68,326.72,-13.31,10.34,N,Normal,None
3.13,248.23,20.73,21.26,N,Normal,None
64.24,41.38,-29.89,20.9,D,Normal,None
65.92,271.21,-4.75,0.72,D,Normal,None
27.11,484.77,-8.0,29.39,D,Normal,None
30.29,332.39,-14.0,2.55,N,Normal,None
41.46,259.07,-26.63,11.25,N,Normal,None
92.6,21.93,-25.04,21.45,R,Normal,None
8.83,487.92,-16.31,22.27,P,Normal,None
33.04,487.24,25.47,5.12,D,Normal,None
50.98,478.8,2.63,19.72,N,Normal,None
7.01,380.66,-3.9,13.13,P,Normal,None
0.91,374.4,4.62,26.58,P,Normal,None
41.77,284.66,-2.27,20.89,R,Normal,None
86.15,163.71,7.87,18.5,P,Normal,None
1.94,37.53,-25.27,2.9,R,Normal,None
81.82,251.45,-26.94,2.47,D,Normal,None
13.01,71.87,8.91,12.65,R,Normal,None
26.14,241.88,0.94,28.57,N,Normal,None
61.62,3.67,6.2,20.14,D,Normal,None
5.4,167.79,-8.81,26.77,N,Normal,None
61.48,54.26,-2.45,26.58,P,Normal,None
16.44,55.0,-26.59,14.2,N,Normal,None
17.5,193.84,6.85,5.91,D,Normal,None
66.88,220.2,-1.12,9.45,N,Normal,None
15.41,345.05,9.22,2.05,N,Normal,None
17.98,415.25,-5.02,2.69,P,Normal,None
36.07,373.78,-26.54,11.18,D,Normal,None
15.63,332.68,-22.28,3.22,N,Normal,None
2.08,455.34,0.92,24.98,N,Normal,None
6.54,40.85,23.79,28.17,N,Normal,None
89.75,18.84,-26.89,19.21,R,Normal,None
88.95,400.26,-26.76,18.94,D,Normal,None
1.11,310.57,26.24,13.06,P,Normal,None
56.52,20.17,-0.02,13.43,D,Normal,None
89.33,58.6,-9.54,3.88,R,Normal,None
95.01,434.06,3.27,0.7,P,Normal,None
38.7,270.79,-22.64,12.28,N,Normal,None
93.21,6.75,7.67,10.91,N,Normal,None
82.36,200.09,21.59,16.63,R,Normal,None
1.93,80.94,-29.56,13.44,N,Normal,None
4.09,349.39,24.0,28.6,P,Normal,None
39.55,441.18,3.91,12.49,R,Normal,None
46.22,109.18,-26.97,3.58,D,Normal,None
54.26,446.51,-21.4,8.71,P,Normal,None
3.87,346.34,19.71,5.34,D,Normal,None
54.49,201.89,-16.91,16.51,P,Normal,None
51.33,28.92,4.8,19.6,N,Normal,None
52.22,431.97,19.03,1.79,D,Normal,None
13.31,245.76,21.79,18.94,R,Normal,None
35.97,455.44,27.92,16.94,R,Normal,None
76.12,196.42,-13.69,29.76,D,Normal,None
55.74,306.37,-14.61,21.56,R,Normal,None
69.01,145.98,11.46,25.83,N,Normal,None
38.78,154.62,29.69,8.62,P,Normal,None
32.07,90.33,22.02,3.28,P,Normal,None
91.52,176.39,8.68,9.27,P,Normal,None
91.31,178.74,-24.07,21.31,N,Normal,None
86.6,384.88,-14.9,1.22,P,Normal,None
84.82,308.9,-9.37,0.34,P,Normal,None
83.68,178.18,-25.62,12.22,N,Normal,None
47.43,65.01,1.4,8.52,R,Normal,None
95.12,268.1,8.39,19.25,P,Normal,None
97.15,337.78,-16.2,2.28,D,Normal,None
64.16,363.13,-27.31,6.72,R,Normal,None
41.83,292.59,22.96,27.77,R,Normal,None
52.43,406.18,12.91,21.01,D,Normal,None
51.55,164.79,-25.6,20.24,D,Normal,None
