X,Y,Z,Intensity,Threat_Type,Attack_Severity
19.783,49.092,4.56,207.851,Normal,None
47.632,-14.471,2.869,97.983,Normal,None
11.447,-21.622,-2.777,98.177,Normal,None
9.806,-25.902,0.725,142.573,Normal,None
48.343,-15.495,-4.012,14.801,Normal,None
-21.731,9.7,0.423,221.197,Normal,None
25.928,-26.887,0.146,96.437,Normal,None
-24.054,-14.402,0.948,235.131,Normal,None
15.427,23.347,1.735,68.714,Normal,None
-2.985,-20.174,0.357,63.26,Normal,None
38.87,-33.913,2.929,194.146,Normal,None
14.39,39.733,0.818,78.131,Normal,None
-27.798,7.215,-1.128,84.263,Normal,None
-45.504,37.356,-3.272,125.759,Normal,None
0.268,-33.564,-4.038,64.02,Normal,None
-5.907,-20.701,2.306,243.705,Normal,None
47.314,15.918,4.078,56.742,Normal,None
-39.78,28.888,0.527,2.809,Normal,None
-6.594,-48.061,-0.253,5.586,Normal,None
-23.315,-26.971,3.264,63.625,Normal,None
10.167,25.738,2.242,232.047,Normal,None
49.632,-29.338,-4.62,37.824,Normal,None
-32.063,40.167,-0.031,163.156,Normal,None
38.957,-7.051,1.144,59.401,Normal,None
36.679,-28.121,-4.135,223.482,Normal,None
14.324,-16.976,1.349,14.577,Normal,None
19.482,-28.401,-2.953,146.795,Normal,None
28.642,-18.814,-0.057,81.355,Normal,None
25.218,-28.991,-4.959,234.34,Normal,None
-37.863,-19.529,-0.737,231.072,Normal,None
-48.995,-44.358,0.765,192.088,Normal,None
-0.52,-49.846,-3.954,17.934,Normal,None
-39.993,47.839,2.154,6.71,Normal,None
9.615,20.002,-4.841,62.758,Normal,None
8.575,29.574,2.874,118.532,Normal,None
-46.793,-10.059,0.057,139.274,Normal,None
14.904,37.706,4.842,164.092,Normal,None
-5.759,-12.443,1.187,35.874,Normal,None
-14.912,45.277,1.693,181.031,Normal,None
24.759,49.641,-1.5,251.749,Normal,None
11.867,2.02,-3.709,50.897,Normal,None
45.492,28.568,-0.26,26.21,Normal,None
9.064,47.91,-2.314,193.714,Normal,None
-24.18,-42.296,-3.782,51.878,Normal,None
-5.322,23.056,-4.195,220.656,Normal,None
-34.586,37.344,-3.046,167.113,Normal,None
-14.438,-30.662,4.433,111.088,Normal,None
2.892,-27.606,2.05,2.665,Normal,None
-0.564,-5.127,-3.921,95.48,Normal,None
7.767,-29.642,-3.438,162.655,Normal,None
22.709,5.455,-2.143,3.754,Normal,None
-35.597,-27.224,2.967,91.303,Normal,None
37.18,22.428,4.611,148.488,Normal,None
1.427,-33.229,2.487,16.245,Normal,None
-30.235,46.24,-3.69,245.181,Normal,None
36.63,2.813,3.886,245.509,Normal,None
26.498,14.223,-4.522,101.562,Normal,None
11.833,-12.803,3.573,59.922,Normal,None
40.613,41.319,-1.76,109.112,Normal,None
-45.145,-43.317,4.793,210.471,Normal,None
-43.152,34.336,4.58,173.453,Normal,None
2.695,32.497,-3.059,0.064,Normal,None
-29.689,-0.007,-2.607,243.452,Normal,None
29.311,45.928,0.692,88.813,Normal,None
18.377,-22.444,-2.24,71.992,Normal,None
33.614,-26.296,-4.249,86.017,Normal,None
20.161,-21.353,-2.328,138.145,Normal,None
-40.493,-11.937,2.505,87.029,Normal,None
35.603,39.06,-4.9,84.102,Normal,None
-8.401,23.539,3.428,88.073,Normal,None
-10.122,2.497,3.688,190.705,Normal,None
-45.892,12.717,4.324,193.468,Normal,None
-12.54,1.365,4.194,159.303,Normal,None
-15.862,-18.971,1.805,141.125,Normal,None
-48.053,-3.769,-0.081,247.259,Normal,None
-18.38,-24.205,4.576,80.401,Normal,None
15.217,38.871,-3.892,50.447,Normal,None
-2.227,-38.38,-3.244,129.619,Normal,None
18.833,1.77,4.232,0.837,Normal,None
-3.078,-5.961,1.836,131.184,Normal,None
7.605,-10.298,0.093,76.888,Normal,None
-36.079,2.557,3.596,29.325,Normal,None
-18.228,-4.062,-4.155,178.332,Normal,None
5.769,-5.038,-2.667,119.487,Normal,None
21.392,13.892,4.156,109.767,Normal,None
-19.849,-20.461,4.485,26.932,Normal,None
31.681,14.338,0.53,239.406,Normal,None
-7.118,-20.098,4.759,161.131,Normal,None
-33.949,13.578,-4.286,226.202,Normal,None
-32.163,-16.792,-0.777,242.454,Normal,None
0.828,35.532,-2.207,156.829,Normal,None
32.026,29.77,4.9,68.038,Normal,None
37.133,-13.165,3.968,212.166,Normal,None
-27.046,-48.073,-3.074,171.915,Normal,None
-15.429,-12.996,-2.748,131.566,Normal,None
-22.511,31.803,3.061,113.1,Normal,None
17.469,29.566,-0.908,168.339,Normal,None
18.172,-41.054,1.192,60.17,Normal,None
7.518,-4.964,2.04,247.037,Normal,None
-38.98,26.205,-4.285,224.737,Normal,None
-41.068,-48.123,2.771,181.447,Normal,None
-11.431,43.685,-4.065,110.603,Normal,None
31.862,24.169,4.138,75.429,Normal,None
39.981,23.53,1.032,12.036,Normal,None
-21.768,-11.002,1.588,156.813,Normal,None
7.738,23.276,3.399,179.943,Normal,None
13.846,-46.704,-4.195,225.045,Normal,None
29.683,14.827,2.142,96.425,Normal,None
-36.562,23.64,-4.431,152.149,Normal,None
17.601,-46.076,-0.998,210.063,Normal,None
16.099,23.723,-2.769,227.851,Normal,None
2.707,17.872,4.154,78.516,Normal,None
33.642,27.611,-0.736,148.523,Normal,None
44.289,16.679,2.153,44.926,Normal,None
45.6,-26.56,-4.954,91.865,Normal,None
29.454,44.333,-1.785,158.314,Normal,None
18.424,33.141,2.937,7.182,Normal,None
7.869,24.945,0.581,64.165,Normal,None
41.805,14.621,-1.72,8.822,Normal,None
-25.543,13.639,-1.03,195.398,Normal,None
-8.494,31.14,-2.552,2.552,Normal,None
33.763,-21.604,-0.283,135.307,Normal,None
8.505,19.298,-4.509,117.479,Normal,None
15.068,9.562,-0.184,203.025,Normal,None
47.169,13.295,2.689,153.351,Normal,None
-24.319,-20.74,-3.051,158.1,Normal,None
36.627,-46.826,3.116,135.28,Normal,None
32.105,30.491,1.856,249.127,Normal,None
40.285,-37.232,-2.394,239.465,Normal,None
2.067,-44.469,-3.459,81.068,Normal,None
39.502,-27.1,-0.608,139.993,Normal,None
22.463,11.675,0.901,238.669,Normal,None
-24.758,39.789,1.819,125.298,Normal,None
47.324,6.143,-4.88,50.755,Normal,None
-42.929,-36.116,-1.838,143.782,Normal,None
-38.708,-30.445,-1.608,230.875,Normal,None
18.019,-30.756,0.64,83.472,Normal,None
-31.496,-37.865,-4.774,27.638,Normal,None
21.539,10.764,2.528,147.623,Normal,None
6.118,8.322,-1.419,227.9,Normal,None
20.438,-38.889,2.974,21.522,Normal,None
36.47,44.855,2.934,217.338,Normal,None
-37.807,-44.227,1.022,103.963,Normal,None
-44.999,35.182,-1.875,92.591,Normal,None
-38.013,-17.332,0.598,43.173,Normal,None
-14.484,36.973,-3.882,165.279,Normal,None
39.388,35.859,-2.573,32.717,Normal,None
27.679,15.517,-3.625,183.085,Normal,None
-49.988,-48.93,-1.728,103.504,Normal,None
41.717,29.404,3.597,83.984,Normal,None
-23.9,-11.473,1.361,233.403,Normal,None
-48.925,-48.308,1.325,243.516,Normal,None
-18.328,9.942,-2.835,35.369,Normal,None
49.929,-29.683,-4.903,159.823,Normal,None
-13.258,23.874,1.865,224.586,Normal,None
12.503,40.669,-2.334,35.208,Normal,None
9.61,26.157,0.32,164.655,Normal,None
-4.176,-18.57,-1.188,154.426,Normal,None
32.131,34.495,0.279,232.477,Normal,None
-0.961,-1.522,2.905,165.754,Normal,None
-29.038,-15.033,3.174,7.097,Normal,None
-35.18,48.069,1.125,108.538,Normal,None
25.088,-24.118,1.608,131.703,Normal,None
19.793,-40.776,0.795,12.214,Normal,None
-24.152,3.738,-3.027,99.589,Normal,None
4.32,44.163,-4.807,10.194,Normal,None
-10.621,19.214,3.36,85.659,Normal,None
37.792,18.191,2.363,74.888,Normal,None
46.572,-20.146,2.421,248.542,Normal,None
-35.819,29.381,3.075,203.155,Normal,None
-2.569,0.072,0.994,167.667,Normal,None
24.952,-29.886,-1.765,167.233,Normal,None
35.057,-41.125,0.021,83.266,Normal,None
5.282,-24.922,4.367,30.169,Normal,None
24.752,-14.819,-2.692,244.513,Normal,None
14.87,29.942,1.115,90.374,Normal,None
3.407,-32.607,3.803,192.754,Normal,None
-12.679,-5.571,-1.395,174.943,Normal,None
-20.534,1.212,2.367,138.619,Normal,None
47.081,33.707,4.085,203.955,Normal,None
25.026,-42.257,1.183,162.88,Normal,None
-32.193,-43.589,-1.038,224.781,Normal,None
-5.65,9.885,-3.884,221.789,Normal,None
-21.784,44.202,-3.724,186.649,Normal,None
-4.915,42.598,-1.443,48.08,Normal,None
47.248,-27.072,2.286,236.057,Normal,None
23.05,33.33,4.468,44.321,Normal,None
-15.158,-18.837,2.385,88.791,Normal,None
-45.172,-39.015,-4.392,141.246,Normal,None
21.633,-21.249,-1.48,61.275,Normal,None
27.544,-13.028,1.693,73.137,Normal,None
-23.996,-23.74,-3.092,187.593,Normal,None
35.796,17.618,3.179,28.38,Normal,None
20.343,-16.486,1.889,234.442,Normal,None
-29.404,-31.633,-4.888,152.548,Normal,None
-44.458,47.53,0.171,137.999,Normal,None
44.492,-2.356,1.116,162.657,Normal,None
32.588,-41.324,3.516,150.181,Normal,None
19.164,43.645,3.967,79.258,Normal,None
36.49,-43.979,-2.568,53.546,Normal,None
-21.809,-3.262,2.164,147.375,Normal,None
-1.088,-6.153,-0.276,250.542,Normal,None
24.693,15.552,2.388,75.007,Normal,None
8.955,-7.399,-0.402,2.797,Normal,None
-3.689,26.444,-3.239,124.257,Normal,None
32.574,-4.741,-1.527,185.386,Normal,None
-24.731,1.965,3.497,129.13,Normal,None
-21.08,-44.376,-3.045,140.895,Normal,None
-11.355,32.013,2.969,23.947,Normal,None
12.121,-34.253,3.882,182.251,Normal,None
-49.912,41.986,0.448,43.119,Normal,None
-24.054,-21.755,-1.621,98.403,Normal,None
37.974,9.831,3.75,21.72,Normal,None
28.716,-3.334,0.896,141.837,Normal,None
47.931,1.457,3.82,16.621,Normal,None
27.036,17.885,-2.591,204.204,Normal,None
-32.199,2.681,1.651,248.128,Normal,None
-17.584,-11.73,-4.312,126.221,Normal,None
-1.827,-28.046,-2.418,88.81,Normal,None
-42.583,-10.498,-1.246,71.42,Normal,None
41.523,-20.354,4.917,112.695,Normal,None
-4.45,-47.354,-1.066,246.952,Normal,None
47.979,-8.392,0.92,55.304,Normal,None
-34.597,-39.417,2.133,144.373,Normal,None
-8.834,-34.831,-0.843,115.729,Normal,None
39.366,4.521,-4.688,77.615,Normal,None
37.807,0.886,-3.062,13.87,Normal,None
8.624,34.179,4.387,62.782,Normal,None
1.414,-18.152,-0.93,171.895,Normal,None
-5.03,7.811,4.343,135.295,Normal,None
-35.926,-33.852,1.505,150.348,Normal,None
21.162,-30.053,-0.277,100.024,Normal,None
-38.526,-16.169,2.039,90.158,Normal,None
-41.567,22.835,-0.772,180.683,Normal,None
20.395,-28.161,-2.079,225.135,Normal,None
-9.407,-44.857,2.242,186.544,Normal,None
1.896,-21.392,-1.018,149.822,Normal,None
-43.222,36.885,0.433,160.282,Normal,None
-9.305,-29.469,0.509,118.082,Normal,None
-36.313,17.547,-2.998,101.804,Normal,None
12.983,34.97,-2.555,219.989,Normal,None
-46.27,25.407,-3.095,197.237,Normal,None
-40.61,-17.823,3.842,228.74,Normal,None
-32.55,3.027,-1.526,29.915,Normal,None
31.45,-14.441,3.123,226.212,Normal,None
-45.965,-40.825,0.335,63.451,Normal,None
-8.112,-20.316,-3.437,81.863,Normal,None
-29.51,49.387,3.057,171.207,Normal,None
41.41,15.55,4.886,95.438,Normal,None
-49.118,-35.035,3.512,229.541,Normal,None
43.552,-31.184,-2.197,246.406,Normal,None
-9.643,3.12,4.13,134.293,Normal,None
-19.09,43.845,2.682,207.901,Normal,None
12.39,35.11,-0.548,22.555,Normal,None
46.458,-15.535,4.647,181.83,Normal,None
26.28,-46.842,-4.245,119.692,Normal,None
17.345,-46.173,0.203,231.434,Normal,None
-25.777,19.06,-0.689,45.059,Normal,None
-34.599,-47.068,-3.368,205.704,Normal,None
-33.442,-34.59,-2.227,207.04,Normal,None
-32.828,2.66,0.4,247.973,Normal,None
-41.887,-45.187,4.358,173.375,Normal,None
6.768,-35.064,1.484,124.158,Normal,None
40.988,10.531,3.129,28.107,Normal,None
7.666,1.383,2.697,31.05,Normal,None
0.436,-17.317,-0.936,198.616,Normal,None
-33.743,-43.984,4.867,249.655,Normal,None
-47.087,-10.259,-1.488,114.304,Normal,None
-24.632,12.221,-1.295,147.583,Normal,None
11.409,-22.382,-0.268,132.655,Normal,None
41.942,42.73,-3.353,144.608,Normal,None
15.237,45.363,4.296,8.163,Normal,None
20.64,-18.574,3.677,130.643,Normal,None
39.357,-3.376,-2.57,74.58,Normal,None
-42.858,34.638,3.78,95.163,Normal,None
22.717,26.041,1.488,235.541,Normal,None
-13.844,-42.869,-0.135,39.435,Normal,None
17.823,-9.704,2.129,63.661,Normal,None
39.879,12.466,3.698,125.401,Normal,None
14.429,9.882,-2.997,49.79,Normal,None
16.275,35.207,3.033,98.849,Normal,None
49.574,28.446,-0.627,220.381,Normal,None
-25.256,-2.926,0.096,97.135,Normal,None
-5.894,28.462,1.369,130.496,Normal,None
-40.3,32.436,-1.945,223.823,Normal,None
-33.847,40.638,4.654,193.047,Normal,None
18.196,-1.145,-1.172,58.161,Normal,None
-37.708,-14.702,0.282,2.426,Normal,None
27.953,-11.457,-3.517,202.61,Normal,None
-21.669,33.782,-0.104,14.753,Normal,None
12.424,37.488,-0.124,64.576,Normal,None
-4.945,-3.421,3.877,203.955,Normal,None
-41.785,36.727,2.798,236.917,Normal,None
37.095,43.835,0.762,159.207,Normal,None
-2.628,10.823,0.127,132.228,Normal,None
-42.182,-18.514,2.458,206.07,Normal,None
-42.099,-28.693,3.87,249.039,Normal,None
39.163,-26.286,-0.656,103.216,Normal,None
-24.557,48.909,3.023,98.609,Normal,None
-6.92,-42.649,4.115,211.146,Normal,None
-30.343,-20.047,2.165,167.659,Normal,None
43.664,-37.75,-0.413,211.867,Normal,None
4.907,8.475,-2.954,6.659,Normal,None
20.255,-42.457,-3.479,76.328,Normal,None
-29.157,10.423,4.305,4.258,Normal,None
9.298,-42.607,-1.834,126.46,Normal,None
29.607,11.615,3.367,85.335,Normal,None
-13.147,-0.284,-3.38,118.492,Normal,None
19.606,0.373,0.501,124.504,Normal,None
-7.973,-2.251,-3.825,173.419,Normal,None
-9.145,15.713,-4.146,12.869,Normal,None
3.522,-2.675,1.962,135.573,Normal,None
29.724,5.539,-0.444,168.193,Normal,None
-10.842,45.578,-3.544,234.75,Normal,None
-42.61,27.354,2.625,177.12,Normal,None
-9.064,-23.059,0.526,6.528,Normal,None
28.009,-22.533,3.243,84.649,Normal,None
19.911,-6.901,-4.143,153.763,Normal,None
-2.699,38.873,-0.383,150.081,Normal,None
-13.112,-38.374,-0.445,4.069,Normal,None
-41.405,-7.135,0.156,67.288,Normal,None
-9.214,34.808,-0.012,129.927,Normal,None
-48.588,45.599,-3.699,226.571,Normal,None
-9.716,42.437,4.457,132.36,Normal,None
47.707,-12.764,4.699,156.971,Normal,None
5.527,-10.188,-2.619,189.28,Normal,None
-3.618,31.385,-4.394,134.964,Normal,None
-26.877,-49.532,4.738,138.672,Normal,None
24.488,48.372,4.106,151.106,Normal,None
42.732,-27.399,-2.785,9.222,Normal,None
40.921,39.297,-4.414,198.083,Normal,None
44.125,-17.185,2.985,145.549,Normal,None
-24.877,-1.718,-2.992,72.895,Normal,None
-38.37,-40.13,-1.228,193.095,Normal,None
-34.338,-6.055,3.963,132.153,Normal,None
12.678,-37.007,-4.781,179.87,Normal,None
-34.981,48.37,3.661,183.486,Normal,None
-8.486,-19.696,-4.025,232.651,Normal,None
38.186,-39.655,0.862,107.298,Normal,None
49.018,-35.334,1.942,214.28,Normal,None
-30.132,-29.286,-0.638,72.099,Normal,None
-9.277,-36.532,0.374,6.314,Normal,None
41.078,13.178,-3.643,183.393,Normal,None
-25.703,7.962,-3.048,7.228,Normal,None
36.706,22.912,1.23,47.102,Normal,None
-23.818,42.193,1.997,43.999,Normal,None
4.697,47.274,0.82,125.196,Normal,None
10.686,17.256,2.502,49.522,Normal,None
-27.932,-8.442,-3.803,139.717,Normal,None
-15.616,-30.738,-4.328,186.555,Normal,None
-13.678,-8.941,-1.359,111.233,Normal,None
21.532,-48.775,1.258,32.958,Normal,None
38.833,43.561,2.534,106.847,Normal,None
-42.818,26.493,0.702,184.961,Normal,None
46.173,15.309,1.502,32.518,Normal,None
27.848,-47.949,4.395,30.636,Normal,None
9.283,-25.76,-1.671,246.947,Normal,None
-48.481,25.727,-0.688,226.89,Normal,None
19.909,39.874,4.968,147.246,Normal,None
5.161,-36.072,-1.343,49.078,Normal,None
19.797,-21.402,-2.427,163.829,Normal,None
-31.4,13.695,1.386,61.721,Normal,None
26.829,-28.89,-4.237,164.675,Normal,None
16.342,0.284,1.553,117.634,Normal,None
29.106,38.584,2.334,11.86,Normal,None
-29.571,0.488,1.326,112.733,Normal,None
-41.325,-11.315,4.061,240.236,Normal,None
49.112,32.562,1.615,32.036,Normal,None
33.863,39.823,-0.645,36.665,Normal,None
-24.068,19.442,3.766,170.415,Normal,None
28.16,46.225,0.13,103.116,Normal,None
-19.959,-44.309,1.411,0.435,Normal,None
-34.435,-36.628,-2.883,143.913,Normal,None
-7.443,-28.09,4.291,197.513,Normal,None
4.511,-22.95,-0.207,252.979,Normal,None
31.381,-26.573,-3.685,45.262,Normal,None
-48.018,-32.977,-1.122,98.681,Normal,None
15.39,34.4,3.599,185.473,Normal,None
8.582,-14.092,4.152,250.209,Normal,None
30.811,16.917,1.734,37.598,Normal,None
21.354,22.592,-2.532,242.074,Normal,None
-14.511,10.081,-4.778,209.854,Normal,None
40.856,-8.136,-1.212,240.375,Normal,None
20.162,44.299,1.142,158.087,Normal,None
5.469,-13.968,-0.953,134.17,Normal,None
-1.574,3.342,2.534,52.212,Normal,None
-35.994,41.914,2.38,141.916,Normal,None
-45.579,4.371,-3.293,234.619,Normal,None
20.56,-27.853,1.075,150.534,Normal,None
-5.965,36.286,0.941,227.74,Normal,None
36.763,21.792,-4.129,99.963,Normal,None
29.652,22.74,-4.366,65.464,Normal,None
-18.241,45.522,-1.848,199.594,Normal,None
8.603,15.707,-0.301,227.262,Normal,None
23.981,-18.105,-2.519,50.297,Normal,None
-24.181,28.246,2.651,137.395,Normal,None
0.901,5.705,-2.261,1.588,Normal,None
-38.384,13.4,-2.272,202.385,Normal,None
-33.977,-29.932,-4.949,131.984,Normal,None
4.647,-43.165,4.47,31.368,Normal,None
21.458,9.919,-0.679,171.415,Normal,None
48.048,-30.898,2.259,248.707,Normal,None
-47.462,-16.027,-4.308,56.777,Normal,None
-44.347,-40.829,0.975,209.653,Normal,None
-40.668,-40.784,-0.076,144.564,Normal,None
36.711,-26.604,-1.138,154.247,Normal,None
-30.493,7.371,-3.374,16.873,Normal,None
-11.068,16.767,-2.252,75.602,Normal,None
11.921,-8.486,0.672,121.867,Normal,None
41.554,4.462,-0.028,68.203,Normal,None
-26.122,-19.549,-2.676,156.14,Normal,None
-20.641,10.894,-3.875,150.017,Normal,None
-10.295,-15.58,-4.547,100.976,Normal,None
-28.939,-0.946,4.205,98.807,Normal,None
22.315,40.652,-3.273,239.467,Normal,None
6.903,-4.982,-4.971,68.829,Normal,None
34.706,-9.23,1.991,87.77,Normal,None
-45.079,-37.035,0.915,109.663,Normal,None
-23.551,24.646,-2.404,164.554,Normal,None
-13.292,-26.714,-2.219,75.897,Normal,None
-8.482,-16.111,-1.778,224.942,Normal,None
41.452,-39.658,0.319,187.947,Normal,None
-33.672,-8.466,4.718,205.702,Normal,None
-17.352,-1.007,-2.8,24.395,Normal,None
35.061,-32.538,1.35,94.559,Normal,None
-39.007,0.29,0.972,29.024,Normal,None
-2.52,-0.96,-0.413,92.669,Normal,None
-12.698,-31.403,0.891,73.818,Normal,None
11.376,14.429,-1.31,49.353,Normal,None
20.318,22.019,-4.618,64.997,Normal,None
-24.107,-39.245,-2.569,84.419,Normal,None
-25.774,2.078,3.663,29.28,Normal,None
22.001,-16.76,-4.485,19.214,Normal,None
34.117,4.445,1.36,193.358,Normal,None
-32.395,-24.332,0.078,132.542,Normal,None
22.324,25.206,0.939,61.344,Normal,None
-45.215,38.951,0.536,186.327,Normal,None
-32.63,35.136,-0.316,126.761,Normal,None
2.404,-19.975,0.687,100.921,Normal,None
-16.765,-21.345,0.009,105.998,Normal,None
48.868,-8.41,4.546,87.88,Normal,None
-17.046,-5.455,-2.7,188.777,Normal,None
-26.226,-7.818,3.162,136.139,Normal,None
-4.647,4.349,3.834,209.435,Normal,None
-4.395,8.233,-2.03,2.008,Normal,None
23.625,26.861,-1.435,84.136,Normal,None
-29.466,45.26,-2.178,189.762,Normal,None
6.719,1.703,1.763,58.778,Normal,None
29.049,11.587,4.691,13.439,Normal,None
-14.832,47.966,4.768,118.756,Normal,None
-46.41,-12.32,1.859,76.615,Normal,None
-28.447,35.442,-3.698,21.516,Normal,None
0.684,22.944,4.674,1.72,Normal,None
-28.329,43.1,-4.05,145.577,Normal,None
-37.536,-28.566,0.619,123.869,Normal,None
-19.617,48.488,1.694,178.804,Normal,None
-35.023,28.471,-4.394,144.185,Normal,None
-18.263,13.054,3.603,88.092,Normal,None
41.248,-14.392,-0.849,72.432,Normal,None
39.145,12.002,-2.234,23.256,Normal,None
-38.166,44.72,-3.856,198.379,Normal,None
8.837,15.416,-2.898,163.634,Normal,None
-12.325,6.612,1.625,60.027,Normal,None
-32.492,12.679,-4.373,43.864,Normal,None
43.319,-48.214,-1.766,11.077,Normal,None
-18.869,-38.551,3.052,154.107,Normal,None
17.847,-39.737,2.898,32.355,Normal,None
-25.475,-32.887,3.857,242.862,Normal,None
46.754,38.884,0.031,228.976,Normal,None
29.365,13.31,-4.793,189.741,Normal,None
-39.623,-40.823,-4.198,124.6,Normal,None
-43.685,15.813,-0.07,92.735,Normal,None
27.273,-33.819,1.269,169.466,Normal,None
0.171,-40.47,3.996,237.078,Normal,None
14.719,-25.769,-1.175,42.731,Normal,None
8.567,-4.082,-4.987,225.161,Normal,None
-15.128,29.799,-2.952,53.085,Normal,None
-36.031,-18.749,-4.875,89.22,Normal,None
-4.614,7.983,-2.595,139.279,Normal,None
-32.468,17.902,4.132,62.715,Normal,None
-31.224,17.673,3.544,98.114,Normal,None
21.138,10.511,-4.217,160.891,Normal,None
48.058,27.394,2.137,5.127,Normal,None
27.581,16.36,3.999,234.834,Normal,None
-15.918,-12.172,-0.34,89.336,Normal,None
21.701,8.095,-0.026,207.552,Normal,None
8.49,15.93,0.879,43.233,Normal,None
19.031,-4.962,-0.506,109.323,Normal,None
24.697,34.191,3.417,203.278,Normal,None
-48.546,40.186,0.803,186.62,Normal,None
36.37,-26.317,-3.242,78.484,Normal,None
23.631,2.388,1.488,16.58,Normal,None
48.596,-35.562,-4.991,51.55,Normal,None
-18.364,40.103,-3.302,179.992,Normal,None
35.103,35.767,-2.866,155.649,Normal,None
-46.476,-46.552,-4.889,169.572,Normal,None
-3.432,-11.324,3.324,83.512,Normal,None
-12.015,48.938,-0.163,7.523,Normal,None
-35.743,-12.556,3.873,49.634,Normal,None
-39.703,40.255,4.302,53.78,Normal,None
5.805,5.712,-2.591,162.22,Normal,None
-15.435,-37.65,0.032,58.253,Normal,None
26.736,-20.745,-3.282,74.878,Normal,None
28.259,8.743,4.867,31.069,Normal,None
35.494,-35.901,0.209,171.924,Normal,None
-36.611,37.14,-3.004,125.315,Normal,None
14.323,33.827,0.211,177.526,Normal,None
47.421,14.186,-3.027,232.978,Normal,None
34.737,-42.841,3.519,71.94,Normal,None
32.534,8.89,-3.779,254.346,Normal,None
-41.359,49.482,3.843,243.035,Normal,None
39.102,-19.322,-4.7,121.792,Normal,None
-0.696,32.198,-1.216,111.667,Normal,None
-36.433,-19.894,-3.185,34.136,Normal,None
17.399,23.54,4.53,40.693,Normal,None
42.668,-19.086,1.971,66.046,Normal,None
34.339,5.843,3.115,77.037,Normal,None
-17.955,45.762,-4.22,244.541,Normal,None
-9.328,-19.713,4.609,162.516,Normal,None
-24.706,-42.396,4.203,107.703,Normal,None
24.063,-15.922,-2.133,159.064,Normal,None
12.787,6.022,3.499,217.623,Normal,None
-22.683,39.504,3.866,133.326,Normal,None
0.873,18.256,2.874,35.435,Normal,None
-10.106,-33.401,-3.951,156.666,Normal,None
16.065,9.319,-4.282,131.469,Normal,None
